WD,JD,new
28.19840373,122.46689860000001,"122.46689860000001,28.19840373"
28.20717503,122.46581809999999,"122.46581809999999,28.20717503"
28.21594633,122.465003,"122.465003,28.21594633"
28.22471763,122.4644525,"122.4644525,28.22471763"
28.23348893,122.46416509999999,"122.46416509999999,28.23348893"
28.24226023,122.4641386,"122.4641386,28.24226023"
28.25103153,122.4643702,"122.4643702,28.25103153"
28.25980282,122.46485659999999,"122.46485659999999,28.25980282"
28.26857412,122.4655939,"122.4655939,28.26857412"
28.27734542,122.46657759999998,"122.46657759999998,28.27734542"
28.28611672,122.46780259999998,"122.46780259999998,28.28611672"
28.29488802,122.46926359999999,"122.46926359999999,28.29488802"
28.30365932,122.47095459999998,"122.47095459999998,28.30365932"
28.31243062,122.4728692,"122.4728692,28.31243062"
28.32120192,122.4750004,"122.4750004,28.32120192"
28.32997322,122.4773412,"122.4773412,28.32997322"
28.33874452,122.4798838,"122.4798838,28.33874452"
28.34751582,122.48262040000002,"122.48262040000002,28.34751582"
28.35628712,122.4855428,"122.4855428,28.35628712"
28.36505842,122.4886422,"122.4886422,28.36505842"
28.37382972,122.4919101,"122.4919101,28.37382972"
28.38260102,122.49533729999999,"122.49533729999999,28.38260102"
28.39137232,122.49891470000001,"122.49891470000001,28.39137232"
28.40014362,122.50263290000001,"122.50263290000001,28.40014362"
28.40891492,122.50648249999999,"122.50648249999999,28.40891492"
28.41768621,122.5104538,"122.5104538,28.41768621"
28.42645751,122.51453729999999,"122.51453729999999,28.42645751"
28.43522881,122.51872320000001,"122.51872320000001,28.43522881"
28.44400011,122.52300190000001,"122.52300190000001,28.44400011"
28.45277141,122.52736370000001,"122.52736370000001,28.45277141"
28.46154271,122.53179920000001,"122.53179920000001,28.46154271"
28.47031401,122.5362987,"122.5362987,28.47031401"
28.47908531,122.540853,"122.540853,28.47908531"
28.48785661,122.54545290000002,"122.54545290000002,28.48785661"
28.49662791,122.5500893,"122.5500893,28.49662791"
28.50539921,122.55475349999999,"122.55475349999999,28.50539921"
28.51417051,122.55943700000002,"122.55943700000002,28.51417051"
28.52294181,122.56413140000001,"122.56413140000001,28.52294181"
28.53171311,122.56882879999999,"122.56882879999999,28.53171311"
28.54048441,122.57352150000001,"122.57352150000001,28.54048441"
28.54925571,122.5782023,"122.5782023,28.54925571"
28.55802701,122.58286409999998,"122.58286409999998,28.55802701"
28.56679831,122.5875006,"122.5875006,28.56679831"
28.575569599999998,122.59210549999999,"122.59210549999999,28.575569599999998"
28.584340899999997,122.5966733,"122.5966733,28.584340899999997"
28.593112199999997,122.6011986,"122.6011986,28.593112199999997"
28.601883500000003,122.6056768,"122.6056768,28.601883500000003"
28.610654800000002,122.6101037,"122.6101037,28.610654800000002"
28.6194261,122.61447539999999,"122.61447539999999,28.6194261"
28.628197399999998,122.61878899999999,"122.61878899999999,28.628197399999998"
28.636968699999997,122.6230415,"122.6230415,28.636968699999997"
28.645740000000004,122.6272311,"122.6272311,28.645740000000004"
28.654511300000003,122.63135600000001,"122.63135600000001,28.654511300000003"
28.6632826,122.63541540000001,"122.63541540000001,28.6632826"
28.672053899999998,122.63940890000002,"122.63940890000002,28.672053899999998"
28.680825199999997,122.6433366,"122.6433366,28.680825199999997"
28.689596500000004,122.6471993,"122.6471993,28.689596500000004"
28.6983678,122.6509983,"122.6509983,28.6983678"
28.7071391,122.6547356,"122.6547356,28.7071391"
28.7159104,122.65841370000001,"122.65841370000001,28.7159104"
28.72468169,122.6620358,"122.6620358,28.72468169"
28.73345299,122.6656055,"122.6656055,28.73345299"
28.74222429,122.6691272,"122.6691272,28.74222429"
28.75099559,122.67260549999999,"122.67260549999999,28.75099559"
28.75976689,122.6760461,"122.6760461,28.75976689"
28.76853819,122.67945470000001,"122.67945470000001,28.76853819"
28.77730949,122.6828379,"122.6828379,28.77730949"
28.78608079,122.68620279999999,"122.68620279999999,28.78608079"
28.79485209,122.6895567,"122.6895567,28.79485209"
28.80362339,122.6929078,"122.6929078,28.80362339"
28.81239469,122.69626459999999,"122.69626459999999,28.81239469"
28.82116599,122.69963590000002,"122.69963590000002,28.82116599"
28.82993729,122.7030312,"122.7030312,28.82993729"
28.83870859,122.7064602,"122.7064602,28.83870859"
28.84747989,122.70993329999999,"122.70993329999999,28.84747989"
